release,release_date,filename,url,md5_hash
DepMap Public 25Q3,2025-09-25,CRISPRGeneEffectUncorrected.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRGeneEffectUncorrected.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRGeneEffectUncorrected.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=VdBTKHoiEaLj0ZUhL4pCaRCqaCoSmhcGJLV1LhylqoaFXJ%252FmBkrheDR%252ByXuvh2jfxvyy0udpCUu6oO1raprUcRFtYWAAHP1ukSWrUStGYBSyvAKbhJpDVCHEa%252FkjBMP%252Fvqr31Qu7icnp8zxum9Q0i%252BdaRps1HEliKmqVZ0rc1YFzE5saqFQMPzVAiEeEnnsKNh9OpcauQHjaJPSivRvIgahe3KYR9G4OITs6bDt3Gv%252FViClwpbbXTD%252FRonWeMLR4IxdPaYEpr793zdMuVrvU8U9ir7KUiJ7tGBgJd1mjpEXUf34IA%252Bo0tzMShVDkquUQPV9VC%252BFjAwCz28M4Bb65OA%3D%3D&userProject=broad-achilles,790bf5e827ae81d1938bf7b04cd0124a
DepMap Public 25Q3,2025-09-25,CRISPRInferredLibraryEffect.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredLibraryEffect.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredLibraryEffect.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=C7MAXNP7%252F9l9uRuHGAzHIXLaTuDsvM8WN8wD7OpAaTK6Q4WYEjL56ybBz4nI%252BG6NSPCgkPc5e80cyCNfWunpmIBdPJSHgBDO7mhGWYSDzIqL9B8C%252Fp0I%252FkCWtdQo57qFt7viEW6ZgU3XntvlJ9y2rmwqODD2yynL%252FRaNlDV77%252FIGdOCfwrE1VkIEPcjJ4zMKXu8lUAJCTjQUg%252FBzsTYWCJz%252BAgu4ZSefuD%252BlEvreH0892qb3pUeeR3AUajNqqvgrzJSU5xm1whrISGGVEUQAI15b3lujj6QymTEC3reztRh%252BeNKKwVIKT45UrophngEpCWMY9lrkT7TxpVesvaS9hA%3D%3D&userProject=broad-achilles,600e310905d0dd8cbb8d74c54b2f52d5
DepMap Public 25Q3,2025-09-25,CRISPRInitialOffset.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInitialOffset.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInitialOffset.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=NwWWkONWfUiOL6BVo7H8wAsREWis6CAIyPtHhYcWMpEPo0xIxKwhoWja%252FMEFo7Pm%252F14isxhzCuAHgik0SjnqLOonKZhZyuUhXo2GjABj3lzPpHCgcrxo0k1j%252BtWhqQvnQYJxPrcrb%252BlpRx7B0gex7rlbWGEOcLusYt3pA3An%252FsfwD%252FhwhyZ7l7x8UThDBySZLSPxhk3uqG6dAUBYiIsfD6ZfRP6dIqoa%252FvwUNLOQQxPs5jMXywFZnEC0Rwxz7LJyFjICF1lvkM4%252BC4LqFkrId1BXAuK7ddWIKRo%252FQebTR69P8KJUNRxo0L2%252BFNxHgnVuJ9Ie4MGzad%252FLrejGAcWfhw%3D%3D&userProject=broad-achilles,6b48e038f497b6d9a5d8aef6e5da72b1
DepMap Public 25Q3,2025-09-25,CRISPRGeneDependency.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRGeneDependency.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRGeneDependency.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=Z30kfhg7HVfJkVKrY5Q79C649dijdwWbmSwKpEmaoXg%252F1OMnWQV0aC%252FZa6MpS4lQ5mcZyCDGjWPCYnLdmSFAEzFJCCOfRU9j%252FjXXDoO1E%252FCEPL2bbY6wkz70Gf0KdD6PTup8djyPTckzhj5EJfk9Pt1GkXlrG6jhKCzskQE1gnh2MkyT07aP7za%252FSacmKGV1AHGgdaubnjj1ANTfaD9DTuIWOdD8m%252BbhEyJEVNHHns82MnzhFr0kbyzlEMsZ02yQVyfdqBs3gCGP9nRV587qR8is0q2R84YogIKnurGdg2X%252Fjp7km6jsqaBkhVttTxOAsDZjVWDge8qPQ%252FQcORzhmQ%3D%3D&userProject=broad-achilles,4cff08ca439440782afe646303d5784b
DepMap Public 25Q3,2025-09-25,CRISPRInferredGuideEfficacy.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredGuideEfficacy.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredGuideEfficacy.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=aD943lgIhJ%252B%252FZYBXb0DDubiq4kXEYlXR2FQpWz%252BfbGc2fKFawgwPGCG7mzT4J%252FEAd9BxkkuXO1rxIqaKK%252FogpAdiRyb1tf5G0LeSD6QV9ZvKM36RgWk%252Fwv%252Fm7XWjbSAwPvjk4zl1NOHx2BnXYZUsWyubeZ9B4mxkwnfT6kXpKX2x2j0VVE2sX8EStb3QifkRn%252Fmr1pO7zHVewMi%252FgJy4JpUByBipHBa3zjMwxnsKK%252BwYrg8xadmmcTFVaFLTZNG2rTUf%252Fm15m7Xs%252FEd6DXvNxb2Ii2tHVlnVM9JCJskvsNS0MJ5EsLCi6o9hF8PWvoFxUTChGDYx7zXoB%252FvPBnIXqg%3D%3D&userProject=broad-achilles,bd645054d312b642711189f080ff9c9b
DepMap Public 25Q3,2025-09-25,CRISPRInferredModelGrowthRate.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredModelGrowthRate.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredModelGrowthRate.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=OQDI1kRcecV%252F1%252BFO2jWMYowLdiDttUO9NCSsrhf4kdkxf2wVgQrYd5cuvxuxhSSr3jetswuKjwhiahI6q2lK7jYC54%252FOe%252B2zXbDhV%252FrbVqUvcSYVA1n5SOM%252BDzAzFoJgxczhxJyxnQs2LajqlAEWYqHnOKDvj4NwxwxUZKMSnwqzIbeiKvQsasl7tD4hlGohFiBhtcbN3OCuu2Uynw9FGy%252F9dM%252FFYD%252B4OLyy1j3HfUS6fQb0VfzsLerxDV%252BfsbLMJPvmcT2mcL4qi4wvxQ1eJEi2SHxzA1AYZclvNeY5iDNKDf6cJ5JqvBsLUmeZLE0vT1K8xCvY2cfw4ygSFfcOJA%3D%3D&userProject=broad-achilles,10da31c7b7c98a722152f42c2bb8b30e
DepMap Public 25Q3,2025-09-25,CRISPRInferredModelEfficacy.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredModelEfficacy.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredModelEfficacy.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=G5462CxR8cssT%252FJ2ixYqiRgvctJgdRKgRrfdd%252FIM5Hk41ce8b9uzE1gOqTzrT8nAsjvVXHuKfL7hi7Nf8twjr0%252BqhGban7nZ%252FSWRevPW%252BL8Y94I284cmKzimG1r577j4Ku43NBk%252Bv9Bp4rR0bFhtdN%252BnYE3AnP3j7N4aLL%252Fg6oNg0qJV5%252BlVeM7wigNnKNax6GFaSdMALLIfMMVzEdNe4qj27PwCJVtNlfafGSSidHSBdvZDKIobVn0fOehn%252BsnBNZVRpmWBylR%252Bu4O%252FcBlznWppq20eUBdi65bKCR4Js3D0JpKB6WEBHToQ0GSuTpzEENBDwuSnaWn98t2nMCMUhw%3D%3D&userProject=broad-achilles,f2c0d8737bc6755f9f7f5d5d712e52fd
DepMap Public 25Q3,2025-09-25,CRISPRInferredSequenceOverdispersion.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredSequenceOverdispersion.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredSequenceOverdispersion.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=mRr7NCijslVF0sKJK2JmX7Q1fB%252BO9ls7IdB3iO1g1M11SAvy37aAM9y14ML0al%252BTrN1y1bbr1wF4A9hw4JUqem6URhM5XBsRKEnIX%252FBDBjAswQe1UrpcCJ9PBBIzSNYL6oRToQLN%252FK%252Bf9naThzncsRqY4t%252B2CIHUumDNzWHk2utWPdqMe7dAThOj%252Fc%252BE9MIlDYAl%252FXHG6lsmgcyHtWawPYf%252FiA7eDc3rFooIj2gIwXpXrwJwuzwi%252BivOkUU%252BdWqHCOxl79yB7SCHZlA9De%252B9t1XvCOfksqoqC5BwTcWRTZg%252Bq4F%252B1Ex0vbarpzRWoUG76Rev31c2DSAQTcpJeAilYQ%3D%3D&userProject=broad-achilles,e4a694cf53efc35e92d6adc26ecb5d2b
DepMap Public 25Q3,2025-09-25,CRISPRInferredCommonEssentials.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRInferredCommonEssentials.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRInferredCommonEssentials.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=cN8WbdsUCKzQu5xj03sWs5Uzmlx3uHloj9shpiLdk0cMSoLKlmNanbzGz7MLvUtSYyOPBRVonLZ%252BUGdN2upjyHubJVv1OAlRKcq17g1v4NxQaiM2DRHB%252FSihJtu8LUMVEew5lUmVDF%252BBPKX9giFhlsgAtBB80HM4LYzrnZOx1Nu8mWrfy%252FjGHhr7gB3MGxOY074RN%252Fd%252FJdxl5vYz0Gnez5No1j8H2VT65ZH2WxklwfDKG05E4Odk6e%252FzXK5nZhLirBlWQ%252BVxx%252Bd8rtGhuByin22571a8o0q8THc7tFYdJL4cPFCCvOyE7s0hRoPDM2%252BQ0zGuw4HkyE%252By2TGAoH433w%3D%3D&userProject=broad-achilles,106d87fad497a60430d2bf75fcbc5d7a
DepMap Public 25Q3,2025-09-25,AchillesCommonEssentialControls.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/AchillesCommonEssentialControls.csv?response-content-disposition=attachment%3B+filename%3D%22AchillesCommonEssentialControls.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=mOY6ab14Os%252BuzDpuUhqrb2WUAWR3Ln9lFu%252FFdXlI%252BoeXcM5RnZrTajrEKJJdEEQO9OPpniYkhv5m01Z3q%252BU5d17urxjkXKtEvR2pGK56dDv02nVzPXpMBlsQBBp3uusOS4Bz3Rhx5rjk%252B2YE%252BFtyZzJHv5IWXwFBNyMgj%252BDKrqOptS6hl9nUBI3FyhuO%252BRxsxrgBJfLREUfjx0Mu3rxh5QicOnF4JNrA1zK3QisTsxaSlmmnIsGzrpT0BArW8KH5PE7hNM4iGGSDye2xQ%252BOoFH9XRlSzmgL295gIgd4m%252Fkn1Y6dQf975abhtwo0UNfVZYlrD1XfdK4r8kkg2tNllbQ%3D%3D&userProject=broad-achilles,3aff5af7acc908a459ce32c36959cb92
DepMap Public 25Q3,2025-09-25,AchillesNonessentialControls.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/AchillesNonessentialControls.csv?response-content-disposition=attachment%3B+filename%3D%22AchillesNonessentialControls.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=NC8gIylat5tgxxLb8Pdq5TcHIjMvubbsW6TPgBiI8yTWHycxLGc7d%252BSTiLnhLiVxC8dQ1Hq2fhmkEvAmHhNdHUUHHwjAIwvybuW9WhWl1cHq8gb5jTxPrYZWwA3E23YwU4EePQelQDP96feGhljsKHqtIz2V9h771MYhWSoH9U3%252B2D6a0svLUJ%252FF%252FTeVHhZr4Yj%252F0EAv%252FDFBGR3QmWEs%252Fvxn7CjRpqlyrgIivauBJCW6TrmujikJrr3vyiutg7fPhwDD4VVpFiJj15JN%252FhE1vcRsxOK9bDJwhqRl5sYj8J844ijfSOJbbNN194QNVx1ag1a9YH%252FFdOsyweiMdpZoJQ%3D%3D&userProject=broad-achilles,75edb9c1aa3bff283fb8df95a87de8df
DepMap Public 25Q3,2025-09-25,AvanaRawReadcounts.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/AvanaRawReadcounts.csv?response-content-disposition=attachment%3B+filename%3D%22AvanaRawReadcounts.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=UEmw8BwR%252BzByrBIWKhTJTCb4WEmd%252FYjOGqPAGhZaVqMu98RPLcWnqOhvTLwRcCxV%252BGNhiNVDGjjmoxQtOwcfe3y6OmUr6YY%252BGrsudrKaXhy2nc1csDd41vDqt59RWjLNnUsjZyZDCMI2adVqI4jk9o31jgL70Bmquk127EHbg2qAoNH16byKA%252BZCvDbMwmhqeILxsB2pIkMzWz6lRUanGoZtyzKT9BEisoOP03fPdo7lXQ1Hpgwsqv4CnSYHGTLTL%252FHbUn3Z13iJhEy%252B0%252BprZltuu9g2lMrvP2eHy%252BEpV%252FY89Dg5gAUrZ1lfOEdPpDiW0OWl5oM7u0NkWJEP8nyTgQ%3D%3D&userProject=broad-achilles,66871dfdc0d941f7e4d77e92cd651173
DepMap Public 25Q3,2025-09-25,HumagneRawReadcounts.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/HumagneRawReadcounts.csv?response-content-disposition=attachment%3B+filename%3D%22HumagneRawReadcounts.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=AkAaPqJu5XrIy%252BjDlJtWLJq7%252BDUZTa7WySivTvzy0nG41L2XdnH%252BqYfTslGGbHxh68YgLU%252BzM4UaJ%252BH5lMK9xw7h04ww%252FtfUGKQGing2UWw2utYWpwsFi0La%252F93v%252Fpp%252Bjjk3%252BDKs7mnHOEMPjnvHIlztJiIlqDgQiOAYzRAHqQ2tgGnW1faJgVMzeRcN%252BXNcC8zWE%252BgdoFh64Ll54r3zqdxAvlGCyCrz9F%252FzfBgpTteztR0ibTWQNTnaCNaE4pYKH0fj2z%252F9GgPOnRqqMB3HLF0IoMpqpza9pZcIksPnYkSEHr1EmiSN3BMXe3VNKRxqRBrJ%252BLfxvKebfcbmqYqn%252Bg%3D%3D&userProject=broad-achilles,9d1cdc16ed4280c0539a57ae0b22046e
DepMap Public 25Q3,2025-09-25,KYRawReadcounts.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/KYRawReadcounts.csv?response-content-disposition=attachment%3B+filename%3D%22KYRawReadcounts.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=MkyH6vseXk50smtOOEZOSQZ%252Fhbeu%252Bx0sJFbEsRuIs3dtWN6H95GbCGm1%252FJJP1GIJCjTzJ69A3an71dCJp3A17HnNlGJuwTtRHKzd6%252FNYsCcuNBiGyzCW%252BfADZRfSKNaLVX93hkQfkpyWHCIftXIlZu54QJSeyC%252BxuLiOAkCvz%252Fk3UvGX41Ogh%252FaE6dIQAobCtE9LNeNtbo3117yWvY3VDD%252BKwOoI813Eu0pW1nH1D5scaXEXmzjAcMjEkYxr8v4fjrVhqEg6KuuKux%252F3bQCJTFFKv%252FUeCpfyZlTtfLQm1W6O09%252BveHl%252F7PWgV2ZZj2fXr7oaY1oUQAppLg5Ub%252FoIFA%3D%3D&userProject=broad-achilles,92c509bf5880febfab811e9a38ca95ea
